TIC ID,CTOI,TOI,Disposition,Has Time Series,Has Spectroscopy,Has Imaging,CTOI Notes,TOI Comments,Paper Comment,WTV Sectors,TFOPWG Disposition,TOI Master Priority,TOI Time Series Observations,TOI Spectroscopy Observations,TOI Imaging Observations,Paper Photometry,Paper Spectroscopy,Paper Speckle,TESS Mag,Transit Epoch (BTJD),Period (days),Depth ppm,Duration (hrs),Planet Radius (R_Earth),Stellar Distance (pc),Stellar Eff Temp (K),Approximate Absolute TESS Mag,Stellar Radius (R_Sun),RA,Dec,CTOI lastmod,TOI Date Modified
219641816,219641816.01,,,False,False,False,PHT candidate. Single transit event.,,,"9,36,63,",,,,,,,,,11.3521,2296.1080000000075,,3600.0,4.4,6.3,237.362,5648.0,4.475044036664186,0.958312,175.262765,-18.135658,2021-05-20 00:01:53,
224299081,224299081.01,5619.01,PC,False,True,False,PHT candidate. Additional transit events in the FFIs.,found in faint-star QLP search,,"15,21,22,48,49,75,76,",PC,3,0,2,0,,,,10.7131,1727.1744499998167,21.0589,968.0,4.3,4.5,270.633,5839.47,3.551196241129367,1.37558,185.504552,55.559548,2022-03-31 12:32:08,2022-12-14 12:09:24
224299081,224299081.02,,,False,False,False,PHT candidate. Additional transit events in the FFIs.,,,"15,21,22,48,49,75,76,",,,,,,,,,10.7131,1714.938599999994,37.9984,3032.0,6.3,7.98,270.633,5839.47,3.551196241129367,1.37558,185.504552,55.559548,2022-03-31 12:34:43,
224307602,224307602.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"16,22,23,24,49,50,51,76,77,78,",,,,,,,,,8.7093,1979.3999999999069,0.0,750.0,,,195.118,6658.0,2.257813321400479,1.9994,233.123184,55.581155,2020-06-22 02:26:33,
229055790,229055790.01,,,False,True,False,PHT candidate. Single transit event.,,,"1,28,68,",,,,,,,NRES(2),,9.1367,1337.8700000001118,0.0,1100.0,6.5,3.8,102.625,5865.0,4.080434149362514,1.05933,331.965824,-34.023835,2020-05-22 03:54:27,
229608594,229608594.01,2298.01,PC,False,True,True,PHT candidate. Single transit event.,Single transit candidate at TBJD~1960; planet candidate size not L1; period is 165.2d if first transit event is real,,"14,15,16,17,18,19,20,21,22,23,24,25,26,41,47,48,50,51,52,53,54,55,56,57,58,59,60,74,75,76,77,78,79,80,81,82,83,",PC,3,0,5,5,,,,11.1919,1960.032000000123,,3400.0,6.9,3.4,84.1738,4239.0,6.5660153314616565,0.659937,274.512058,74.466535,2020-09-04 01:04:08,2022-12-14 12:09:24
229742722,229742722.01,1859.01,PC,True,True,True,Planet Hunters TESS candidate. Single transit event.,,,"14,15,16,17,18,19,20,22,23,25,26,40,41,47,48,49,50,52,53,54,55,56,57,59,60,73,74,75,76,77,78,79,80,81,82,83,",PC,3,4,11,4,,NRES(8);SOPHIE(4),Gemini,9.93689,1726.1370000001043,126.968,5000.0,2.667,9.9,224.385,6415.0,3.181920893829963,1.40156,279.831764,69.522873,2020-03-06 02:19:21,2023-02-09 12:10:04
233194447,233194447.01,,,False,True,True,Planet Hunters TESS candidate. Single transit event.,,,"14,15,16,17,18,20,21,22,23,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,59,60,73,74,75,77,78,79,80,83,",,,,,,,NRES(2),Gemini,8.71433,1770.4900000002235,0.0,500.0,24.0,5.0,207.771,6582.0,2.126405349796199,2.18912,263.949937,66.758971,2020-01-24 10:12:04,
235943205,235943205.01,2264.01,PC,True,True,True,Planet Hunters TESS candidate. Single transit event.,bright isolated star; long period,,"17,18,19,20,23,24,25,26,40,47,50,53,54,57,58,59,60,73,74,77,78,79,80,",PC,3,2,3,1,,NRES(1);SOPHIE(2),,10.5653,1827.029999999795,0.0,5000.0,6.0,4.0,189.22,6140.0,4.180464809264541,0.957395,295.927746,78.725919,2020-03-06 01:49:36,2022-12-14 12:09:24
237201858,237201858.01,2286.01,PC,False,True,True,PHT candidate. Single transit event.,long period; bright star,,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,77,79,80,81,82,83,",PC,1,0,3,1,,NRES(1),,9.85236,1811.5099999997765,0.0,1000.0,10.9,4.3,233.507,6863.0,3.0108604787911455,1.4648,292.823315,72.538317,2020-05-22 05:50:42,2022-12-14 12:09:24
242241304,242241304.01,,,False,False,False,PHT candidate. Additional transit in FFI sector 11 (BTJD ~ 1623.08).,,,"11,38,65,",,,,,,,,,11.811,2345.373999999836,,4800.0,4.15,4.9,354.692,5781.0,4.061743034170264,1.13597,211.584923,-43.044762,2021-07-26 04:58:29,
243187830,243187830.01,2009.01,PC,True,True,True,PHT candidate. Single transit event.,Single transit; ~2 Re; bright star; wide binary; CTOI from Nora Eisner,,"17,57,",PC,2,0,10,8,SBIG(1),,,7.3551,1783.7700000000186,0.0,600.0,2.5,2.0,20.5272,4755.33,5.793451431296358,0.701499,16.908292,22.952868,2020-05-22 03:17:58,2022-12-14 12:09:24
243417115,243417115.01,,,False,False,False,PHT candidate. Single transit event.,,,"11,38,64,",,,,,,,,,10.8094,1614.4900000002235,0.0,2000.0,1.9,5.0,158.016,5253.98,4.815894680420904,0.943429,205.357514,-46.631425,2020-05-22 04:20:59,
256429408,256429408.01,,,False,False,False,PHT candidate. Single transit event.,,,"16,17,18,24,25,57,58,77,78,",,,,,,,,,8.43041,1962.160000000149,,1300.0,17.1,6.2,126.959,6477.0,2.9120925349283073,1.56674,325.003248,69.086612,2020-08-07 07:06:51,
258917846,258917846.01,4557.01,PC,False,True,True,PHT candidate.,,,"11,37,38,64,",PC,3,0,3,1,,,,10.3342,1605.097000000067,32.29,1290.0,8.3,4.8,220.465,6013.0,3.617501736499258,1.23318,197.912511,-47.45457,2021-10-14 03:18:32,2022-12-14 12:09:24
264544388,264544388.01,1893.01,PC,False,True,True,Planet Hunters TESS candidate. Single transit event.,Single transit; noisy LC; high Gaia RV scatter; possibly seeing secondary eclipse; CTOI from Planet Hunters,,"17,18,19,24,25,26,52,53,58,59,60,73,78,79,",PC,3,0,1,3,,NRES(1),,8.43389,1824.7999999998137,0.0,500.0,15.0,3.5,134.912,6996.0,2.783637097378019,1.46151,326.438392,79.613939,2020-03-06 02:38:03,2022-12-14 12:09:24
264766922,264766922.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"7,8,9,10,27,34,35,36,37,61,63,67,",,,,,,,,,10.174,1538.6951000001281,,6300.0,2.7,16.0,339.041,6913.0,2.5227388984082406,1.65965,117.247667,-58.363904,2020-09-03 09:35:35,
267542728,267542728.01,,FP_CTOI,False,False,False,PHT candidate.,,EB from HIRES RVs.,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,",,,,,,,,,10.2521,1708.4900000002235,39.74,,24.05,18.62,475.432,4683.0,1.8666579523775173,4.88886,289.533965,75.202095,2020-06-08 05:26:53,
267608606,267608606.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"7,8,9,34,35,61,62,",,,,,,,,,9.5729,1546.813000000082,0.0,2000.0,5.7,3.8,69.1249,4954.5,5.374727419809074,0.811124,114.467062,-50.630295,2020-01-24 10:32:28,
268534931,268534931.01,,,False,False,False,PHT candidate. Single transit event.,,,"3,30,",,,,,,,,,12.2215,2139.1009999997914,,4723.0,7.1,,246.141,5179.0,5.26558019660817,0.776693,15.126364,-23.179558,2020-11-28 00:26:16,
270450687,270450687.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"24,25,26,51,52,53,74,78,79,80,",,,,,,,,,9.74467,1965.910000000149,0.0,1500.0,7.0,,108.938,5595.0,4.558773011155124,0.929591,264.290417,47.581733,2020-06-22 02:32:35,
272670038,272670038.01,,,False,False,False,PHT candidate.,,,"14,15,16,17,20,21,22,23,40,41,47,48,49,50,53,54,56,57,60,74,75,76,77,80,81,83,",,,,,,,,,10.5083,1912.4389999997802,104.293,2050.0,5.3,7.1,306.839,6501.0,3.073747206530042,1.43159,233.497291,69.350285,2022-05-12 09:53:35,
273418421,273418421.01,4358.01,PC,False,True,True,PHT candidate. The period could be a multiple of the given period.,actual period is likely shorter than 390.4584 days,,"1,13,27,28,67,68,",PC,1,0,1,1,,,,8.9077,1681.5769000002183,43.38,580.0,5.3,2.2,66.1798,5577.0,4.804072748212925,0.823673,344.124307,-76.797679,2021-03-12 01:02:12,2022-12-14 12:09:24
274599700,274599700.01,2317.01,FP,False,False,False,PHT candidate.,CTOI from Planet Hunters,,"24,25,26,50,51,52,53,77,78,79,80,",FP,5,0,0,0,,,,11.8831,2002.1200000001118,32.98,8000.0,8.2,13.3,448.143,5635.75,3.626016914369597,1.43565,255.328342,51.529396,2020-09-03 09:53:06,2022-12-14 12:09:24
278990954,278990954.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,64,65,66,67,68,69,",,,,,,,,,10.1864,1650.0200000000186,0.0,1500.0,10.4,9.4,360.715,5760.57,2.4005789878567763,2.56959,102.010404,-58.137496,2020-06-08 05:35:14,
280031353,280031353.03,,,False,False,False,Identified via PHT. Single transit event.,,,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,",,,,,,,,,11.8231,2398.7360000000335,,9900.0,17.4,8.6,221.705,5607.0,5.094222561763526,0.796892,297.416187,68.883354,2021-09-16 06:48:29,
280865159,280865159.01,1894.01,PC,False,True,True,Planet Hunters TESS candidate. Single transit event.,formerly a single transit; actual period likely shorter than 739.242 d,,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,30,31,32,33,34,35,36,37,38,61,62,63,64,65,66,67,68,",PC,3,0,1,3,,,Gemini,10.7519,1387.0800000000745,0.0,2000.0,12.0,,178.372,5611.0,4.495266590603079,1.0692,100.798591,-78.281094,2020-03-06 01:47:48,2022-12-14 12:09:24
284361752,284361752.01,2294.01,PC,False,True,True,PHT candidate. Single transit event.,only two transits; period could be a few times shorter (at least ~70 days),,"14,15,16,26,40,49,53,54,55,56,59,60,73,74,75,76,80,81,82,83,",PC,2,0,4,3,,,,9.78288,2032.092999999877,,670.0,10.0,3.6,191.396,6424.0,3.3732157140936883,1.27808,288.108567,54.640427,2020-09-17 08:15:45,2022-12-14 12:09:24
288240183,288240183.01,,,False,False,False,PHT candidate.,,,"14,19,20,21,26,40,41,47,48,52,53,53,59,60,73,74,75,79,",,,,,,,,,9.0124,1896.938000000082,119.05,,18.4,4.5,132.548,6316.0,3.400534104479666,1.38446,224.850622,83.327853,2020-09-04 00:24:22,
289718679,289718679.01,,,False,False,False,PHT candidate. Single transit event.,,,"48,75,",,,,,,,,,9.05924,2633.276000000071,,554.0,8.4,3.0,118.078,6258.0,3.698395057598386,1.13066,159.445074,56.919591,2022-03-31 12:44:02,
292202337,292202337.01,4630.01,PC,False,True,True,PHT candidate. Two transits separated by 721.57 d. Orbital period expected to be ~ 20 - 30 d,two transits separated by 2 years; period likely shorter than ~721 days,,"11,38,",PC,3,0,3,7,,,,9.046,1619.2080000001006,,1795.0,4.2,4.57,85.3751,5666.0,4.389343873101234,0.968886,230.887224,-25.370615,2021-10-14 03:05:50,2022-12-14 12:09:24
293649602,293649602.01,,,False,False,False,PHT candidate. Single transit event.,,,"6,7,32,33,34,61,",,,,,,,,,10.1722,1511.2000000001863,0.0,2000.0,4.0,4.4,164.32,5596.0,4.093747868733986,1.06356,97.643814,-46.511124,2020-05-16 03:55:44,
296737508,296737508.01,,,True,True,True,Planethunters-TESS candidate (single event),,,"8,35,62,",,,,,,Sinistro(1),NRES(1);MINERVA(1),Gemini,9.19706,1538.0,,1800.0,13.0,,118.021,5699.6,3.8372635493729987,1.27157,142.17927,-14.686449,2019-05-16 02:39:37,
298663873,298663873.01,2180.01,CP,True,True,True,PHT candidate. Single Transit.,CTOI from Planet Hunters; now confirmed with period of P=260.79 d in Dalba et al. 2022; updated with 1/3 of max period between two TESS transits (~260.15 days) in spoc multisector,Dalba et al.(in prep),"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,77,78,79,80,81,82,83,",CP,3,32,19,4,,NRES(2),Gemini,8.56854,1830.7900000000373,0.0,4000.0,23.3,10.0,116.685,5739.0,3.233464847276524,1.62762,277.94363,56.650679,2020-05-15 06:15:07,2023-01-30 00:00:00
303050301,303050301.01,,,False,True,True,PHT candidate. Single transit event.,,,"2,29,69,",,,,,,,NRES(1),Gemini,9.3986,1366.1200000001118,0.0,3000.0,8.0,,90.711,5684.0,4.610300226792408,0.869926,351.278507,-28.748669,2020-05-15 07:10:02,
303317324,303317324.01,4310.01,PC,True,True,True,PHT candidate. Two transits separated by 739 d.,some centroid offset; maximum period is ~739.2 days,,"2,29,69,",PC,1,3,5,2,,,,9.4961,1365.1899999999441,,1500.0,,,40.0268,4159.0,6.484345644015205,0.721084,351.903531,-25.508462,2020-11-10 10:07:08,2022-12-14 12:09:24
303586471,303586471.01,4326.01,FP_CTOI,False,True,True,Planet Hunters TESS candidate.,single transit; possible L1 planet,SB 2 from MINERVA observations.,"2,29,69,",PC,2,0,1,4,,MINERVA(11),,7.7158,1363.7700000000186,17.58,500.0,4.21,,57.7233,6034.49,3.909044242811047,1.07903,351.988437,-26.454622,2020-01-24 09:50:57,2022-12-14 12:09:24
304142124,304142124.01,1793.01,CP,True,True,True,Planet Hunters TESS candidate. Single transit event.,HD 95338 b	,Confirmed planet(D´ıaz et al. 2020),"10,36,37,63,64,",CP,1,20,3,3,,NRES(1);MINERVA(4),,7.8436,1585.282000000123,0.0,2000.0,5.6,5.5,36.9941,5167.22,5.002937669091974,0.867451,164.856336,-56.623556,2020-03-06 01:59:55,2022-12-14 12:09:24
304339227,304339227.01,4629.01,PC,False,False,True,PHT candidate. Single transit event.,two transits; period likely shorter than ~715 days,,"13,39,66,",PC,1,0,0,1,,,,8.6577,1673.3300000000745,0.0,500.0,5.6,3.0,92.0015,6012.0,3.8387254591193845,1.12577,275.943112,-68.34495,2020-05-22 06:20:28,2022-12-14 12:09:24
306472057,306472057.01,791.01,PC,True,True,True,Planethunters-TESS candidate,CTOI from Planet Hunters,,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,",PC,1,2,1,3,,,,10.7525,1288.3092000000179,139.3138,4634.2,12.14,10.4,341.221,6727.0,3.0873212429816963,1.42962,118.434757,-69.701736,2019-05-16 02:36:47,2022-12-14 12:09:24
307958020,307958020.01,4633.01,PC,False,True,True,PHT candidate. Single transit event.,two transits; actual period likely shorter than ~544 days,,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,58,59,73,74,75,76,77,78,79,80,81,82,83,",PC,1,0,1,4,,,,8.3498,1864.8199999998324,0.0,500.0,10.0,3.5,95.2016,5490.04,3.456578763049695,1.5819,256.843102,62.475548,2020-05-17 00:37:39,2022-12-14 12:09:24
308301091,308301091.01,,,False,False,False,PHT candidate. Single transit event.,,,"26,52,53,79,80,",,,,,,,,,9.82897,2030.3689999999478,,1300.0,6.6,5.4,221.682,6665.36,3.100317845163641,1.37318,267.86727,24.811367,2020-09-17 08:22:13,
312543349,312543349.02,,,False,False,False,Found via PHT.,,,"17,18,58,",,,,,,,,,10.6594,1771.6080000000075,42.848,2000.0,8.9,7.8,324.436,6213.0,3.1037548084650934,1.58437,12.9724,57.364237,2023-01-18 06:59:56,
313006381,313006381.01,4631.01,PC,False,True,True,PHT candidate. Single transit event.,formerly a signal transit; now have a period,,"14,20,26,40,47,53,60,74,",PC,2,0,3,1,,,,8.7551,1705.686999999918,,680.0,3.83,,62.2978,5614.0,4.782736449266789,0.821642,137.524773,75.610842,2020-09-22 03:02:25,2022-12-14 12:09:24
318812447,318812447.01,2634.01,PC,False,True,True,PHT candidate. Single transit event.,V-shaped. Single transit. CTOI from Nora Eisner.,,"4,31,70,71,",PC,3,0,4,3,,,,10.9648,2147.134219999891,,4200.0,4.8,6.8,155.755,5349.16,5.002590014273172,0.95524,41.036551,3.910232,2021-03-12 01:30:41,2022-12-14 12:09:24
323295479,323295479.01,1861.01,PC,True,False,False,PHT candidate. Single transit event.,CTOI from Nora Eisner; previous single now duotransit; updated with longest possible period,,"11,12,13,38,39,65,66,67,",PC,3,1,0,0,,,,9.9486,1622.9300000001676,,8000.0,6.3,,135.758,5684.0,4.2847728435580414,1.06113,130.80013,-83.061258,2020-05-16 03:29:11,2022-12-14 12:09:24
324609409,324609409.01,,,False,False,False,PHT candidate. Single transit event.,,,"27,39,66,67,",,,,,,,,,11.1163,2378.4190000002272,,6090.0,11.0,11.6,312.903,6047.0,3.63925136488265,1.36681,312.694044,-81.272398,2021-10-14 02:00:02,
328933398,328933398.01,1873.01,PC,True,True,True,Planet Hunters TESS candidate. Actively working on target.,CTOI from Nora Eisner,Potential multiplanet system,"14,19,20,21,26,40,41,47,52,53,59,60,73,74,79,",PC,3,5,2,4,,,,10.7447,1706.4485700000077,24.934,1326.62,4.93,,182.014,5699.0,4.444176030159578,0.971675,212.568476,84.371858,2020-04-01 07:55:11,2022-12-14 12:09:24
328933398,328933398.02,1873.02,PC,True,True,True,Planet Hunters TESS candidate.,single transit; L1 critical candidate in multi-planet system,,"14,19,20,21,26,40,41,47,52,53,59,60,73,74,79,",PC,1,5,2,4,,,,10.7447,1848.6450000000186,0.0,1239.846,6.97,,182.014,5699.0,4.444176030159578,0.971675,212.568476,84.371858,2020-04-01 08:01:21,2022-12-14 12:09:24
331644554,331644554.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"16,56,76,83,",,,,,,,,,9.61487,1757.029999999795,0.0,3000.0,8.0,9.0,323.808,8450.0,2.0634321288561512,1.67454,330.55306,47.090352,2020-06-22 01:13:13,
332657786,332657786.01,,,False,False,False,PHT candidate. Single transit event.,,,"8,35,62,",,,,,,,,,13.0041,1536.7599999997765,0.0,45000.0,3.3,4.0,38.6057,3275.0,10.070842842471553,0.234967,149.991806,-16.159794,2020-05-15 07:23:27,
336075472,336075472.01,4632.01,PC,False,True,True,PHT candidate. Single transit event.,two transits; period likely shorter than ~379 days,,"14,26,40,41,52,53,54,74,79,80,81,",PC,1,0,3,5,,,,10.6329,2028.1759999999776,,1600.0,5.4,3.1,65.4707,4152.0,6.552665078304929,0.702045,276.862418,45.454489,2020-09-17 08:26:15,2022-12-14 12:09:24
337385330,337385330.01,5112.01,PC,False,True,True,PHT Community. Super earth orbiting a K dwarf,potential L1 planet; possible centroid offset in QLP s46,,"44,45,46,71,72,",PC,2,0,2,3,,,,10.1857,2515.711999999825,15.536293,689.1646178,3.4733129,1.7356625,43.8372,3973.0,6.976485965978825,0.605852,110.304466,17.588565,2022-01-04 05:47:15,2022-12-14 12:09:24
345850353,345850353.01,,,False,False,False,PHT candidate.,,,"54,",,,,,,,,,8.5993,2775.6517199999653,6.261,1030.0,2.9,2.6,36.0339,4647.05,5.815743655135462,0.749016,301.52004,5.251444,2022-10-06 12:12:47,
347332255,347332255.03,,,False,False,False,PHT candidate.,,,"23,49,",,,,,,,,,7.6621,2640.1593599999323,9.114,650.0,3.0,2.2,32.1585,5297.0,5.125621083342361,0.782479,189.839224,20.027338,2022-05-12 10:20:04,
347332255,347332255.04,,,False,False,False,PHT candidate. 3:2 resonance.,,,"23,49,",,,,,,,,,7.6621,2643.787000000011,13.674,840.0,3.0,2.4,32.1585,5297.0,5.125621083342361,0.782479,189.839224,20.027338,2022-05-12 10:23:56,
348063710,348063710.01,,,False,False,False,PHT candidate. Additional transit in Sector 26 FFIs,,,"26,40,53,54,80,",,,,,,,,,11.7674,2760.748999999836,,5300.0,9.0,11.7,506.572,6666.0,3.2441940942587078,1.4833,281.562985,18.877448,2022-09-01 10:24:37,
349488688,349488688.01,2319.01,CP,True,True,True,PHT candidate.,CTOI from Planet Hunters,Potential multiplanet system,"25,52,79,",CP,1,2,3,2,,NRES(2);SOPHIE(2),,8.40302,1994.282000000123,11.625,700.0,,3.4,107.898,6329.0,3.237953026678767,1.39619,253.784885,20.491524,2020-08-07 06:23:12,2022-12-14 12:09:24
349488688,349488688.02,,,False,True,False,PHT candidate. Single transit event.,,,"25,52,79,",,,,,,,NRES(2);SOPHIE(2),,8.40302,2002.7705999999307,,1500.0,6.31,5.66,107.898,6329.0,3.237953026678767,1.39619,253.784885,20.491524,2020-08-07 06:27:12,
349576261,349576261.01,4562.01,PC,True,True,True,PHT candidate. Short transit duration suggests high eccentricity.,very long period but short duration,,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,",PC,1,3,47,3,,,,11.5326,1456.8774999999441,225.1,,4.6,13.0,339.605,5965.99,3.877729621345016,1.25231,112.010059,-63.517779,2020-12-17 06:57:47,2022-12-14 12:09:24
355881602,355881602.01,,,False,False,False,PHT candidate. Single transit event.,,,"9,10,35,36,62,63,",,,,,,,,,12.0518,2302.9249999998137,,7870.0,4.2,5.1,77.0909,3736.0,7.616784420577431,0.527221,138.146731,-53.531653,2021-10-14 03:33:57,
356700488,356700488.01,2098.01,PC,False,True,True,Planet Hunters TESS candidate. Single transit event.,single transit at ~1757 TBJD,,"14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,59,60,73,74,75,76,77,78,79,80,81,82,83,",PC,2,0,1,4,,,,8.20773,1756.6499999999069,0.0,400.0,9.0,3.0,148.944,7788.0,2.342614935201235,1.54578,254.455649,68.699581,2020-03-06 01:53:07,2022-12-14 12:09:24
356710041,356710041.01,2065.01,APC,False,True,True,Planet Hunters TESS candidate. Single transit event.,Rp ~ 15 Re; CTOI from Planet Hunters,,"23,49,",APC,3,0,4,6,,,,9.0024,1932.2900000000373,0.0,2500.0,12.0,10.0,234.294,5701.43,2.1535941652152815,2.75645,192.577265,26.159536,2020-06-22 02:13:37,2023-02-10 00:00:00
365007485,365007485.01,,,False,False,False,PHT candidate. Additional transits in K2. Possible period ~33.6 d.,,,"45,46,72,",,,,,,,,,11.6575,2554.94299999997,,2980.0,4.8,5.5,246.599,5468.0,4.697543444365721,0.914932,164.189386,9.673946,2022-02-11 03:52:16,
369532319,369532319.01,5967.01,PC,False,True,True,PHT candidate. Single transit event.,single transit; possible additional transit at ~2458755.81 BJD,,"16,56,83,",PC,2,0,2,2,,,Gemini,10.1233,1755.8100000000559,0.0,2000.0,5.6,,145.066,5758.0,4.315471819363684,0.993436,338.574347,33.823466,2020-05-18 01:25:04,2022-12-14 12:09:24
369779127,369779127.01,,,False,False,False,Planet Hunters TESS candidate. Single transit event.,,,"11,12,13,38,65,66,",,,,,,,,,8.769,1643.9500000001863,0.0,1250.0,6.1,5.5,142.116,6654.0,3.005785123362701,1.55182,147.459326,-85.545248,2020-05-22 05:40:28,
376537276,376537276.01,,,False,False,False,PHT candidate. Single transit event. We caution that high RUWE parameter suggests it could be a stellar companion.,,,"49,",,,,,,,,,11.4703,2656.1460000001825,,6400.0,8.1,,315.128,6010.0,3.9778650341896427,1.07086,189.105097,24.237486,2022-05-18 04:14:58,
380884709,380884709.01,,,False,False,False,PHT candidate. Single transit event. Additional transit in K2 data.,,,"42,43,70,",,,,,,,,,10.7052,2465.621999999974,,2740.0,,5.5,185.272,5816.0,4.366151051390693,0.967005,16.276924,8.444581,2021-11-04 15:21:12,
384159646,384159646.01,1895.01,PC,True,True,True,Planet Hunters TESS candidate. Single transit event.,CTOI from Planet Hunters; former single with retransit in s39; 748.074286 days is longest possible period; period likely shorter,,"12,13,39,66,",PC,3,0,0,2,SBIG(1),NRES(8);MINERVA(6),Gemini,9.7556,1630.3919999999925,0.0,5000.0,5.0,8.771,206.229,6682.0,3.1838513205193193,1.37387,243.713459,-81.680597,2020-03-06 02:13:04,2022-12-14 12:09:24
385557214,385557214.01,,,False,False,False,PHT candidate.,,,"18,42,43,44,70,71,",,,,,,,,,9.6743,1791.5849999999627,5.625,5000.0,,,56.5565,4447.0,5.9118873735062145,0.792357,56.491689,27.559299,2020-05-16 03:08:05,
388134787,388134787.01,,,False,True,True,Planet Hunters TESS candidate. Single transit event.,,,"17,18,24,56,57,58,76,77,78,83,",,,,,,,NRES(1),Gemini,10.1654,1811.0499999998137,0.0,500.0,8.7,3.0,120.685,5468.0,4.7571335261516925,0.883135,318.236934,67.296633,2020-03-06 01:38:23,
393546540,393546540.01,5696.01,PC,False,True,True,PHT candidate. Single transit event.,two transits; one in K2 and one in TESS,,"45,46,72,",PC,1,0,3,3,,,,9.1352,2537.5049999998882,,740.0,,3.1,66.4522,5271.0,5.022653182557017,0.828003,161.156925,6.333475,2022-01-23 23:47:18,2023-01-15 00:00:00
393546540,393546540.02,5696.02,PC,False,True,True,PHT candidate. Single transit event.,K2 candidate; possible multi,,"45,46,72,",PC,1,0,3,3,,,,9.1352,2563.131000000052,,1370.0,6.0,3.3,66.4522,5271.0,5.022653182557017,0.828003,161.156925,6.333475,2022-02-03 09:05:26,2023-01-15 00:00:00
400786146,400786146.01,4564.01,PC,True,False,True,PHT candidate.,slight centroid offset to W,,"10,11,37,38,64,65,",PC,3,3,0,1,,,,10.7716,2323.0809999997728,22.153,5730.0,,13.4,333.206,6123.0,3.1580359345340767,1.6267,167.000935,-67.149824,2021-10-14 02:12:59,2022-12-14 12:09:24
402992891,402992891.01,,,False,False,False,PHT candidate.,,,"56,83,",,,,,,,,,11.0144,2834.594000000041,17.41,1700.0,3.7,3.8,164.15,5589.0,4.938195564673206,0.802335,357.409571,11.091788,2022-11-22 06:31:07,
404518509,404518509.01,4320.01,PC,True,True,True,PHT candidate. Single transit event.,two transits; actual period likely shorter than 703.6 days,,"3,4,30,31,",PC,1,3,1,3,,,,8.6022,1431.2900000000373,0.0,800.0,5.0,3.0,79.208,5871.0,4.108354762482171,1.03563,51.640345,-43.613665,2020-05-15 07:17:32,2022-12-14 12:09:24
408636441,408636441.01,1759.01,CP,True,True,True,Planet Hunters TESS candidate.,TOI-1759 b,Half of the period likely.,"16,17,24,56,57,58,76,77,78,",CP,1,7,16,3,SBIG(1),,Gemini,9.92838,1745.470000000205,75.4,2500.0,5.6,4.9,40.0654,3960.0,6.914532585228035,0.627046,326.851662,62.753816,2020-01-24 07:34:21,2023-02-09 12:10:04
415399713,415399713.01,5527.01,PC,False,True,True,PHT candidate. Single transit event. Low SNR.,actual period likely shorter; potential L1 planet,,"5,32,43,44,70,71,",PC,1,0,2,2,,,,10.3965,2176.649999999907,,667.0,7.7,2.6,144.866,5862.0,4.591667656668907,0.92603,62.853108,10.277208,2021-03-29 01:18:14,2022-12-14 12:09:24
415732733,415732733.01,,,False,False,False,Additional transit in FFI S20. Flat bottom of the event could indicate that this is a secondary from an EB.,,,"14,20,26,47,60,73,74,",,,,,,,,,10.594,2598.650570000056,,4900.0,7.5,10.6,393.5746,,2.618864686312567,,142.031271,78.944752,2022-03-24 08:36:15,
418036300,418036300.01,,,False,False,False,PHT candidate. Single transit event.,,,"51,",,,,,,,,,9.71325,2715.069000000134,,1500.0,4.6,4.7,143.995,6064.0,3.9215129391803343,1.08494,225.823801,14.13703,2022-09-28 11:52:14,
418255064,418255064.01,4563.01,PC,True,False,True,Planet Hunters TESS candidate. Single transit event.,two transits; period likely shorter than 743 d,,"11,12,38,39,65,66,",PC,3,0,0,2,SBIG(1),,Gemini,11.6157,1629.339999999851,0.0,6000.0,6.3,,156.348,5342.0,5.645238349352419,0.697666,196.653058,-80.617002,2020-01-24 10:16:51,2022-12-14 12:09:24
